Department,Date,Active Cases
JUNIN,2020-07-13,42
LA LIBERTAD,2020-07-13,113
LAMBAYEQUE,2020-07-13,67
LIMA,2020-07-13,1892
LORETO,2020-07-13,72
MADRE DE DIOS,2020-07-13,18
MOQUEGUA,2020-07-13,21
PASCO,2020-07-13,27
PIURA,2020-07-13,72
PUNO,2020-07-13,7
SAN MARTIN,2020-07-13,45
TACNA,2020-07-13,56
TUMBES,2020-07-13,16
UCAYALI,2020-07-13,24
AMAZONAS,2020-07-14,119
ANCASH,2020-07-14,148
APURIMAC,2020-07-14,6
AREQUIPA,2020-07-14,207
AYACUCHO,2020-07-14,79
CAJAMARCA,2020-07-14,140
CALLAO,2020-07-14,61
CUSCO,2020-07-14,67
HUANCAVELICA,2020-07-14,19
HUANUCO,2020-07-14,199
ICA,2020-07-14,178
JUNIN,2020-07-14,160
LA LIBERTAD,2020-07-14,122
LAMBAYEQUE,2020-07-14,98
LIMA,2020-07-14,2046
LORETO,2020-07-14,81
MADRE DE DIOS,2020-07-14,81
MOQUEGUA,2020-07-14,91
PASCO,2020-07-14,16
PIURA,2020-07-14,85
PUNO,2020-07-14,9
SAN MARTIN,2020-07-14,98
TACNA,2020-07-14,80
TUMBES,2020-07-14,13
UCAYALI,2020-07-14,71
AMAZONAS,2020-07-15,85
ANCASH,2020-07-15,95
APURIMAC,2020-07-15,11
AREQUIPA,2020-07-15,258
AYACUCHO,2020-07-15,75
CAJAMARCA,2020-07-15,154
CALLAO,2020-07-15,157
CUSCO,2020-07-15,70
HUANCAVELICA,2020-07-15,10
HUANUCO,2020-07-15,113
ICA,2020-07-15,203
JUNIN,2020-07-15,77
LA LIBERTAD,2020-07-15,266
LAMBAYEQUE,2020-07-15,89
LIMA,2020-07-15,2241
LORETO,2020-07-15,100
MADRE DE DIOS,2020-07-15,2
MOQUEGUA,2020-07-15,49
PASCO,2020-07-15,15
PIURA,2020-07-15,141
PUNO,2020-07-15,18
SAN MARTIN,2020-07-15,89
TACNA,2020-07-15,61
TUMBES,2020-07-15,82
UCAYALI,2020-07-15,92
AMAZONAS,2020-07-16,116
ANCASH,2020-07-16,130
APURIMAC,2020-07-16,12
AREQUIPA,2020-07-16,213
AYACUCHO,2020-07-16,90
CAJAMARCA,2020-07-16,101
CALLAO,2020-07-16,163
CUSCO,2020-07-16,54
HUANCAVELICA,2020-07-16,18
HUANUCO,2020-07-16,145
ICA,2020-07-16,210
JUNIN,2020-07-16,164
LA LIBERTAD,2020-07-16,157
LAMBAYEQUE,2020-07-16,102
LIMA,2020-07-16,2364
LORETO,2020-07-16,106
MADRE DE DIOS,2020-07-16,19
MOQUEGUA,2020-07-16,86
PASCO,2020-07-16,14
PIURA,2020-07-16,87
PUNO,2020-07-16,74
SAN MARTIN,2020-07-16,92
TACNA,2020-07-16,51
TUMBES,2020-07-16,15
UCAYALI,2020-07-16,68
AMAZONAS,2020-07-17,332
ANCASH,2020-07-17,97
APURIMAC,2020-07-17,13
AREQUIPA,2020-07-17,200
AYACUCHO,2020-07-17,115
CAJAMARCA,2020-07-17,101
CALLAO,2020-07-17,205
CUSCO,2020-07-17,86
HUANCAVELICA,2020-07-17,49
HUANUCO,2020-07-17,210
ICA,2020-07-17,335
JUNIN,2020-07-17,171
LA LIBERTAD,2020-07-17,171
LAMBAYEQUE,2020-07-17,113
LIMA,2020-07-17,2287
LORETO,2020-07-17,119
MADRE DE DIOS,2020-07-17,49
MOQUEGUA,2020-07-17,124
PASCO,2020-07-17,19
PIURA,2020-07-17,173
PUNO,2020-07-17,13
SAN MARTIN,2020-07-17,85
TACNA,2020-07-17,93
TUMBES,2020-07-17,88
UCAYALI,2020-07-17,53
AMAZONAS,2020-07-18,156
ANCASH,2020-07-18,154
APURIMAC,2020-07-18,19
AREQUIPA,2020-07-18,324
AYACUCHO,2020-07-18,106
CAJAMARCA,2020-07-18,196
CALLAO,2020-07-18,142
CUSCO,2020-07-18,120
HUANCAVELICA,2020-07-18,27
HUANUCO,2020-07-18,215
ICA,2020-07-18,260
JUNIN,2020-07-18,175
LA LIBERTAD,2020-07-18,247
LAMBAYEQUE,2020-07-18,150
LIMA,2020-07-18,2055
LORETO,2020-07-18,103
MADRE DE DIOS,2020-07-18,44
MOQUEGUA,2020-07-18,76
PASCO,2020-07-18,35
PIURA,2020-07-18,232
PUNO,2020-07-18,40
SAN MARTIN,2020-07-18,170
TACNA,2020-07-18,50
TUMBES,2020-07-18,32
UCAYALI,2020-07-18,111
AMAZONAS,2020-07-19,48
ANCASH,2020-07-19,67
APURIMAC,2020-07-19,2
AREQUIPA,2020-07-19,70
AYACUCHO,2020-07-19,25
CAJAMARCA,2020-07-19,71
CALLAO,2020-07-19,24
CUSCO,2020-07-19,25
HUANCAVELICA,2020-07-19,17
HUANUCO,2020-07-19,88
ICA,2020-07-19,59
JUNIN,2020-07-19,57
LA LIBERTAD,2020-07-19,42
LAMBAYEQUE,2020-07-19,23
LIMA,2020-07-19,1229
LORETO,2020-07-19,22
MADRE DE DIOS,2020-07-19,9
MOQUEGUA,2020-07-19,57
PASCO,2020-07-19,12
PIURA,2020-07-19,171
PUNO,2020-07-19,73
SAN MARTIN,2020-07-19,36
TACNA,2020-07-19,38
TUMBES,2020-07-19,17
UCAYALI,2020-07-19,57
AMAZONAS,2020-07-20,147
ANCASH,2020-07-20,130
APURIMAC,2020-07-20,11
AREQUIPA,2020-07-20,162
AYACUCHO,2020-07-20,106
CAJAMARCA,2020-07-20,107
CALLAO,2020-07-20,61
CUSCO,2020-07-20,86
HUANCAVELICA,2020-07-20,42
HUANUCO,2020-07-20,60
ICA,2020-07-20,101
JUNIN,2020-07-20,107
LA LIBERTAD,2020-07-20,113
LAMBAYEQUE,2020-07-20,62
LIMA,2020-07-20,1995
LORETO,2020-07-20,176
MADRE DE DIOS,2020-07-20,75
MOQUEGUA,2020-07-20,52
PASCO,2020-07-20,18
PIURA,2020-07-20,135
PUNO,2020-07-20,44
SAN MARTIN,2020-07-20,65
TACNA,2020-07-20,32
TUMBES,2020-07-20,19
UCAYALI,2020-07-20,35
AMAZONAS,2020-07-21,117
ANCASH,2020-07-21,95
APURIMAC,2020-07-21,17
AREQUIPA,2020-07-21,399
AYACUCHO,2020-07-21,84
CAJAMARCA,2020-07-21,141
CALLAO,2020-07-21,111
CUSCO,2020-07-21,138
HUANCAVELICA,2020-07-21,6
HUANUCO,2020-07-21,126
ICA,2020-07-21,203
JUNIN,2020-07-21,120
LA LIBERTAD,2020-07-21,207
LAMBAYEQUE,2020-07-21,117
LIMA,2020-07-21,2279
LORETO,2020-07-21,108
MADRE DE DIOS,2020-07-21,58
MOQUEGUA,2020-07-21,120
PASCO,2020-07-21,28
PIURA,2020-07-21,187
PUNO,2020-07-21,38
SAN MARTIN,2020-07-21,134
TACNA,2020-07-21,88
TUMBES,2020-07-21,19
UCAYALI,2020-07-21,41
AMAZONAS,2020-07-22,168
ANCASH,2020-07-22,145
APURIMAC,2020-07-22,14
AREQUIPA,2020-07-22,525
AYACUCHO,2020-07-22,123
CAJAMARCA,2020-07-22,184
CALLAO,2020-07-22,179
CUSCO,2020-07-22,216
HUANCAVELICA,2020-07-22,59
HUANUCO,2020-07-22,141
ICA,2020-07-22,263
JUNIN,2020-07-22,199
LA LIBERTAD,2020-07-22,221
LAMBAYEQUE,2020-07-22,152
LIMA,2020-07-22,2612
LORETO,2020-07-22,85
MADRE DE DIOS,2020-07-22,67
MOQUEGUA,2020-07-22,129
PASCO,2020-07-22,31
PIURA,2020-07-22,166
PUNO,2020-07-22,74
SAN MARTIN,2020-07-22,155
TACNA,2020-07-22,108
TUMBES,2020-07-22,74
UCAYALI,2020-07-22,42
AMAZONAS,2020-07-23,216
ANCASH,2020-07-23,239
APURIMAC,2020-07-23,14
AREQUIPA,2020-07-23,353
AYACUCHO,2020-07-23,79
CAJAMARCA,2020-07-23,146
CALLAO,2020-07-23,196
CUSCO,2020-07-23,61
HUANCAVELICA,2020-07-23,63
HUANUCO,2020-07-23,133
ICA,2020-07-23,421
JUNIN,2020-07-23,159
LA LIBERTAD,2020-07-23,263
LAMBAYEQUE,2020-07-23,137
LIMA,2020-07-23,2278
LORETO,2020-07-23,163
MADRE DE DIOS,2020-07-23,87
MOQUEGUA,2020-07-23,87
PASCO,2020-07-23,32
PIURA,2020-07-23,174
PUNO,2020-07-23,91
SAN MARTIN,2020-07-23,224
TACNA,2020-07-23,65
TUMBES,2020-07-23,35
UCAYALI,2020-07-23,49
AMAZONAS,2020-07-24,324
ANCASH,2020-07-24,166
APURIMAC,2020-07-24,20
AREQUIPA,2020-07-24,403
AYACUCHO,2020-07-24,111
CAJAMARCA,2020-07-24,189
CALLAO,2020-07-24,165
CUSCO,2020-07-24,175
HUANCAVELICA,2020-07-24,33
HUANUCO,2020-07-24,251
ICA,2020-07-24,220
JUNIN,2020-07-24,153
LA LIBERTAD,2020-07-24,217
LAMBAYEQUE,2020-07-24,164
LIMA,2020-07-24,2506
LORETO,2020-07-24,163
MADRE DE DIOS,2020-07-24,94
MOQUEGUA,2020-07-24,89
PASCO,2020-07-24,33
PIURA,2020-07-24,141
PUNO,2020-07-24,118
SAN MARTIN,2020-07-24,218
TACNA,2020-07-24,66
TUMBES,2020-07-24,38
UCAYALI,2020-07-24,76
AMAZONAS,2020-07-25,215
ANCASH,2020-07-25,201
APURIMAC,2020-07-25,16
AREQUIPA,2020-07-25,464
AYACUCHO,2020-07-25,134
CAJAMARCA,2020-07-25,236
CALLAO,2020-07-25,159
CUSCO,2020-07-25,188
HUANCAVELICA,2020-07-25,39
HUANUCO,2020-07-25,134
ICA,2020-07-25,249
JUNIN,2020-07-25,136
LA LIBERTAD,2020-07-25,212
LAMBAYEQUE,2020-07-25,143
LIMA,2020-07-25,2093
LORETO,2020-07-25,119
MADRE DE DIOS,2020-07-25,75
MOQUEGUA,2020-07-25,130
PASCO,2020-07-25,54
PIURA,2020-07-25,261
PUNO,2020-07-25,114
SAN MARTIN,2020-07-25,228
TACNA,2020-07-25,95
TUMBES,2020-07-25,46
UCAYALI,2020-07-25,73
AMAZONAS,2020-07-26,49
ANCASH,2020-07-26,51
APURIMAC,2020-07-26,11
AREQUIPA,2020-07-26,102
AYACUCHO,2020-07-26,24
CAJAMARCA,2020-07-26,78
CALLAO,2020-07-26,70
CUSCO,2020-07-26,172
HUANCAVELICA,2020-07-26,31
HUANUCO,2020-07-26,57
ICA,2020-07-26,84
JUNIN,2020-07-26,139
LA LIBERTAD,2020-07-26,51
LAMBAYEQUE,2020-07-26,38
LIMA,2020-07-26,1672
LORETO,2020-07-26,40
MADRE DE DIOS,2020-07-26,17
MOQUEGUA,2020-07-26,25
PASCO,2020-07-26,31
PIURA,2020-07-26,45
PUNO,2020-07-26,60
SAN MARTIN,2020-07-26,51
TACNA,2020-07-26,32
TUMBES,2020-07-26,20
UCAYALI,2020-07-26,39
AMAZONAS,2020-07-27,190
ANCASH,2020-07-27,256
APURIMAC,2020-07-27,20
AREQUIPA,2020-07-27,501
AYACUCHO,2020-07-27,125
CAJAMARCA,2020-07-27,250
CALLAO,2020-07-27,191
CUSCO,2020-07-27,154
HUANCAVELICA,2020-07-27,41
HUANUCO,2020-07-27,244
ICA,2020-07-27,255
JUNIN,2020-07-27,240
LA LIBERTAD,2020-07-27,310
LAMBAYEQUE,2020-07-27,269
LIMA,2020-07-27,2812
LORETO,2020-07-27,189
MADRE DE DIOS,2020-07-27,104
MOQUEGUA,2020-07-27,144
PASCO,2020-07-27,58
PIURA,2020-07-27,219
PUNO,2020-07-27,144
SAN MARTIN,2020-07-27,220
TACNA,2020-07-27,137
TUMBES,2020-07-27,68
UCAYALI,2020-07-27,122
AMAZONAS,2020-07-28,63
ANCASH,2020-07-28,83
APURIMAC,2020-07-28,14
AREQUIPA,2020-07-28,148
AYACUCHO,2020-07-28,127
CAJAMARCA,2020-07-28,158
CALLAO,2020-07-28,54
CUSCO,2020-07-28,86
HUANCAVELICA,2020-07-28,40
HUANUCO,2020-07-28,171
ICA,2020-07-28,113
JUNIN,2020-07-28,129
LA LIBERTAD,2020-07-28,78
LAMBAYEQUE,2020-07-28,57
LIMA,2020-07-28,1255
LORETO,2020-07-28,68
MADRE DE DIOS,2020-07-28,74
MOQUEGUA,2020-07-28,57
PASCO,2020-07-28,23
PIURA,2020-07-28,67
PUNO,2020-07-28,59
SAN MARTIN,2020-07-28,87
TACNA,2020-07-28,52
TUMBES,2020-07-28,19
UCAYALI,2020-07-28,41
AMAZONAS,2020-07-29,146
ANCASH,2020-07-29,198
APURIMAC,2020-07-29,25
AREQUIPA,2020-07-29,363
AYACUCHO,2020-07-29,122
CAJAMARCA,2020-07-29,421
CALLAO,2020-07-29,160
CUSCO,2020-07-29,256
HUANCAVELICA,2020-07-29,102
HUANUCO,2020-07-29,277
ICA,2020-07-29,168
JUNIN,2020-07-29,182
LA LIBERTAD,2020-07-29,287
LAMBAYEQUE,2020-07-29,188
LIMA,2020-07-29,2750
LORETO,2020-07-29,140
MADRE DE DIOS,2020-07-29,67
MOQUEGUA,2020-07-29,91
PASCO,2020-07-29,58
PIURA,2020-07-29,158
PUNO,2020-07-29,190
SAN MARTIN,2020-07-29,165
TACNA,2020-07-29,100
TUMBES,2020-07-29,59
UCAYALI,2020-07-29,148
AMAZONAS,2020-07-30,138
ANCASH,2020-07-30,205
APURIMAC,2020-07-30,40
AREQUIPA,2020-07-30,547
AYACUCHO,2020-07-30,131
CAJAMARCA,2020-07-30,430
CALLAO,2020-07-30,184
CUSCO,2020-07-30,199
HUANCAVELICA,2020-07-30,57
HUANUCO,2020-07-30,268
ICA,2020-07-30,225
JUNIN,2020-07-30,169
LA LIBERTAD,2020-07-30,286
LAMBAYEQUE,2020-07-30,194
LIMA,2020-07-30,3060
LORETO,2020-07-30,173
MADRE DE DIOS,2020-07-30,118
MOQUEGUA,2020-07-30,203
PASCO,2020-07-30,96
PIURA,2020-07-30,181
PUNO,2020-07-30,116
SAN MARTIN,2020-07-30,172
TACNA,2020-07-30,154
TUMBES,2020-07-30,40
UCAYALI,2020-07-30,97
AMAZONAS,2020-07-31,171
ANCASH,2020-07-31,243
APURIMAC,2020-07-31,49
AREQUIPA,2020-07-31,640
AYACUCHO,2020-07-31,131
CAJAMARCA,2020-07-31,645
CALLAO,2020-07-31,252
CUSCO,2020-07-31,339
HUANCAVELICA,2020-07-31,71
HUANUCO,2020-07-31,197
ICA,2020-07-31,328
JUNIN,2020-07-31,244
LA LIBERTAD,2020-07-31,325
LAMBAYEQUE,2020-07-31,167
LIMA,2020-07-31,2896
LORETO,2020-07-31,122
MADRE DE DIOS,2020-07-31,153
MOQUEGUA,2020-07-31,130
PASCO,2020-07-31,59
PIURA,2020-07-31,153
PUNO,2020-07-31,110
SAN MARTIN,2020-07-31,204
TACNA,2020-07-31,114
TUMBES,2020-07-31,50
UCAYALI,2020-07-31,121
AMAZONAS,2020-08-01,250
ANCASH,2020-08-01,198
APURIMAC,2020-08-01,22
AREQUIPA,2020-08-01,666
AYACUCHO,2020-08-01,124
CAJAMARCA,2020-08-01,281
CALLAO,2020-08-01,174
CUSCO,2020-08-01,161
HUANCAVELICA,2020-08-01,80
HUANUCO,2020-08-01,214
ICA,2020-08-01,225
JUNIN,2020-08-01,185
LA LIBERTAD,2020-08-01,230
LAMBAYEQUE,2020-08-01,147
LIMA,2020-08-01,2951
LORETO,2020-08-01,165
MADRE DE DIOS,2020-08-01,51
MOQUEGUA,2020-08-01,98
PASCO,2020-08-01,36
PIURA,2020-08-01,136
PUNO,2020-08-01,85
SAN MARTIN,2020-08-01,152
TACNA,2020-08-01,159
TUMBES,2020-08-01,39
UCAYALI,2020-08-01,108
AMAZONAS,2020-08-02,46
ANCASH,2020-08-02,90
APURIMAC,2020-08-02,11
AREQUIPA,2020-08-02,96
AYACUCHO,2020-08-02,36
CAJAMARCA,2020-08-02,80
CALLAO,2020-08-02,74
CUSCO,2020-08-02,80
HUANCAVELICA,2020-08-02,26
HUANUCO,2020-08-02,134
ICA,2020-08-02,57
JUNIN,2020-08-02,107
LA LIBERTAD,2020-08-02,68
LAMBAYEQUE,2020-08-02,68
LIMA,2020-08-02,1774
LORETO,2020-08-02,51
MADRE DE DIOS,2020-08-02,19
MOQUEGUA,2020-08-02,49
PASCO,2020-08-02,97
PIURA,2020-08-02,61
PUNO,2020-08-02,77
SAN MARTIN,2020-08-02,54
TACNA,2020-08-02,56
TUMBES,2020-08-02,45
UCAYALI,2020-08-02,28
AMAZONAS,2020-08-03,151
ANCASH,2020-08-03,242
APURIMAC,2020-08-03,59
AREQUIPA,2020-08-03,698
AYACUCHO,2020-08-03,124
CAJAMARCA,2020-08-03,289
CALLAO,2020-08-03,271
CUSCO,2020-08-03,238
HUANCAVELICA,2020-08-03,63
HUANUCO,2020-08-03,202
ICA,2020-08-03,325
JUNIN,2020-08-03,269
LA LIBERTAD,2020-08-03,253
LAMBAYEQUE,2020-08-03,184
LIMA,2020-08-03,3329
LORETO,2020-08-03,194
MADRE DE DIOS,2020-08-03,89
MOQUEGUA,2020-08-03,180
PASCO,2020-08-03,80
PIURA,2020-08-03,209
PUNO,2020-08-03,148
SAN MARTIN,2020-08-03,200
TACNA,2020-08-03,140
TUMBES,2020-08-03,86
UCAYALI,2020-08-03,96
AMAZONAS,2020-08-04,193
ANCASH,2020-08-04,262
APURIMAC,2020-08-04,43
AREQUIPA,2020-08-04,612
AYACUCHO,2020-08-04,119
CAJAMARCA,2020-08-04,251
CALLAO,2020-08-04,209
CUSCO,2020-08-04,258
HUANCAVELICA,2020-08-04,82
HUANUCO,2020-08-04,183
ICA,2020-08-04,296
JUNIN,2020-08-04,220
LA LIBERTAD,2020-08-04,269
LAMBAYEQUE,2020-08-04,212
LIMA,2020-08-04,3266
LORETO,2020-08-04,140
MADRE DE DIOS,2020-08-04,93
MOQUEGUA,2020-08-04,243
PASCO,2020-08-04,119
PIURA,2020-08-04,164
PUNO,2020-08-04,212
SAN MARTIN,2020-08-04,228
TACNA,2020-08-04,186
TUMBES,2020-08-04,62
UCAYALI,2020-08-04,136
AMAZONAS,2020-08-05,151
ANCASH,2020-08-05,250
APURIMAC,2020-08-05,73
AREQUIPA,2020-08-05,842
AYACUCHO,2020-08-05,148
CAJAMARCA,2020-08-05,287
CALLAO,2020-08-05,219
CUSCO,2020-08-05,242
HUANCAVELICA,2020-08-05,78
HUANUCO,2020-08-05,211
ICA,2020-08-05,301
JUNIN,2020-08-05,238
LA LIBERTAD,2020-08-05,251
LAMBAYEQUE,2020-08-05,125
LIMA,2020-08-05,3016
LORETO,2020-08-05,104
MADRE DE DIOS,2020-08-05,99
MOQUEGUA,2020-08-05,255
PASCO,2020-08-05,68
PIURA,2020-08-05,173
PUNO,2020-08-05,150
SAN MARTIN,2020-08-05,183
TACNA,2020-08-05,195
TUMBES,2020-08-05,53
UCAYALI,2020-08-05,122
AMAZONAS,2020-08-06,228
ANCASH,2020-08-06,203
APURIMAC,2020-08-06,66
AREQUIPA,2020-08-06,840
AYACUCHO,2020-08-06,175
CAJAMARCA,2020-08-06,342
CALLAO,2020-08-06,228
CUSCO,2020-08-06,313
HUANCAVELICA,2020-08-06,98
HUANUCO,2020-08-06,166
ICA,2020-08-06,412
JUNIN,2020-08-06,300
LA LIBERTAD,2020-08-06,277
LAMBAYEQUE,2020-08-06,218
LIMA,2020-08-06,3146
LORETO,2020-08-06,148
MADRE DE DIOS,2020-08-06,205
MOQUEGUA,2020-08-06,359
PASCO,2020-08-06,124
PIURA,2020-08-06,220
PUNO,2020-08-06,259
SAN MARTIN,2020-08-06,271
TACNA,2020-08-06,201
TUMBES,2020-08-06,60
UCAYALI,2020-08-06,129
AMAZONAS,2020-08-07,161
ANCASH,2020-08-07,180
APURIMAC,2020-08-07,51
AREQUIPA,2020-08-07,680
AYACUCHO,2020-08-07,176
CAJAMARCA,2020-08-07,300
CALLAO,2020-08-07,187
CUSCO,2020-08-07,345
HUANCAVELICA,2020-08-07,139
HUANUCO,2020-08-07,204
ICA,2020-08-07,318
JUNIN,2020-08-07,234
LA LIBERTAD,2020-08-07,301
LAMBAYEQUE,2020-08-07,213
LIMA,2020-08-07,2711
LORETO,2020-08-07,126
MADRE DE DIOS,2020-08-07,61
MOQUEGUA,2020-08-07,310
PASCO,2020-08-07,69
PIURA,2020-08-07,255
PUNO,2020-08-07,218
SAN MARTIN,2020-08-07,178
TACNA,2020-08-07,218
TUMBES,2020-08-07,78
UCAYALI,2020-08-07,98
AMAZONAS,2020-08-08,143
ANCASH,2020-08-08,241
APURIMAC,2020-08-08,55
AREQUIPA,2020-08-08,613
AYACUCHO,2020-08-08,121
CAJAMARCA,2020-08-08,414
CALLAO,2020-08-08,198
CUSCO,2020-08-08,194
HUANCAVELICA,2020-08-08,118
HUANUCO,2020-08-08,166
ICA,2020-08-08,268
JUNIN,2020-08-08,157
LA LIBERTAD,2020-08-08,253
LAMBAYEQUE,2020-08-08,168
LIMA,2020-08-08,2846
LORETO,2020-08-08,111
MADRE DE DIOS,2020-08-08,42
MOQUEGUA,2020-08-08,88
PASCO,2020-08-08,66
PIURA,2020-08-08,173
PUNO,2020-08-08,142
SAN MARTIN,2020-08-08,165
TACNA,2020-08-08,172
TUMBES,2020-08-08,48
UCAYALI,2020-08-08,164
AMAZONAS,2020-08-09,13
ANCASH,2020-08-09,89
APURIMAC,2020-08-09,21
AREQUIPA,2020-08-09,117
AYACUCHO,2020-08-09,61
CAJAMARCA,2020-08-09,172
CALLAO,2020-08-09,69
CUSCO,2020-08-09,224
HUANCAVELICA,2020-08-09,30
HUANUCO,2020-08-09,140
ICA,2020-08-09,106
JUNIN,2020-08-09,87
LA LIBERTAD,2020-08-09,76
LAMBAYEQUE,2020-08-09,36
LIMA,2020-08-09,1875
LORETO,2020-08-09,29
MADRE DE DIOS,2020-08-09,32
MOQUEGUA,2020-08-09,63
PASCO,2020-08-09,60
PIURA,2020-08-09,63
PUNO,2020-08-09,95
SAN MARTIN,2020-08-09,47
TACNA,2020-08-09,96
TUMBES,2020-08-09,27
UCAYALI,2020-08-09,27
AMAZONAS,2020-08-10,228
ANCASH,2020-08-10,240
APURIMAC,2020-08-10,92
AREQUIPA,2020-08-10,669
AYACUCHO,2020-08-10,158
CAJAMARCA,2020-08-10,377
CALLAO,2020-08-10,218
CUSCO,2020-08-10,323
HUANCAVELICA,2020-08-10,88
HUANUCO,2020-08-10,227
ICA,2020-08-10,487
JUNIN,2020-08-10,318
LA LIBERTAD,2020-08-10,302
LAMBAYEQUE,2020-08-10,190
LIMA,2020-08-10,2961
LORETO,2020-08-10,173
MADRE DE DIOS,2020-08-10,91
MOQUEGUA,2020-08-10,208
PASCO,2020-08-10,84
PIURA,2020-08-10,305
PUNO,2020-08-10,201
SAN MARTIN,2020-08-10,216
TACNA,2020-08-10,127
TUMBES,2020-08-10,52
UCAYALI,2020-08-10,183
AMAZONAS,2020-08-11,183
ANCASH,2020-08-11,227
APURIMAC,2020-08-11,90
AREQUIPA,2020-08-11,692
AYACUCHO,2020-08-11,197
CAJAMARCA,2020-08-11,296
CALLAO,2020-08-11,331
CUSCO,2020-08-11,401
HUANCAVELICA,2020-08-11,140
HUANUCO,2020-08-11,220
ICA,2020-08-11,304
JUNIN,2020-08-11,228
LA LIBERTAD,2020-08-11,272
LAMBAYEQUE,2020-08-11,183
LIMA,2020-08-11,3568
LORETO,2020-08-11,147
MADRE DE DIOS,2020-08-11,83
MOQUEGUA,2020-08-11,521
PASCO,2020-08-11,87
PIURA,2020-08-11,272
PUNO,2020-08-11,226
SAN MARTIN,2020-08-11,208
TACNA,2020-08-11,177
TUMBES,2020-08-11,83
UCAYALI,2020-08-11,143
AMAZONAS,2020-08-12,180
ANCASH,2020-08-12,191
APURIMAC,2020-08-12,83
AREQUIPA,2020-08-12,786
AYACUCHO,2020-08-12,192
CAJAMARCA,2020-08-12,347
CALLAO,2020-08-12,409
CUSCO,2020-08-12,374
HUANCAVELICA,2020-08-12,162
HUANUCO,2020-08-12,195
ICA,2020-08-12,277
JUNIN,2020-08-12,268
LA LIBERTAD,2020-08-12,268
LAMBAYEQUE,2020-08-12,190
LIMA,2020-08-12,3991
LORETO,2020-08-12,159
MADRE DE DIOS,2020-08-12,143
MOQUEGUA,2020-08-12,212
PASCO,2020-08-12,56
PIURA,2020-08-12,245
PUNO,2020-08-12,209
SAN MARTIN,2020-08-12,208
TACNA,2020-08-12,258
TUMBES,2020-08-12,58
UCAYALI,2020-08-12,172
AMAZONAS,2020-08-13,265
ANCASH,2020-08-13,208
APURIMAC,2020-08-13,62
AREQUIPA,2020-08-13,856
AYACUCHO,2020-08-13,192
CAJAMARCA,2020-08-13,362
CALLAO,2020-08-13,275
CUSCO,2020-08-13,408
HUANCAVELICA,2020-08-13,172
HUANUCO,2020-08-13,254
ICA,2020-08-13,282
JUNIN,2020-08-13,302
LA LIBERTAD,2020-08-13,271
LAMBAYEQUE,2020-08-13,205
LIMA,2020-08-13,3528
LORETO,2020-08-13,180
MADRE DE DIOS,2020-08-13,148
MOQUEGUA,2020-08-13,286
PASCO,2020-08-13,55
PIURA,2020-08-13,288
PUNO,2020-08-13,218
SAN MARTIN,2020-08-13,163
TACNA,2020-08-13,251
TUMBES,2020-08-13,55
UCAYALI,2020-08-13,215
AMAZONAS,2020-08-14,250
ANCASH,2020-08-14,253
APURIMAC,2020-08-14,97
AREQUIPA,2020-08-14,723
AYACUCHO,2020-08-14,183
CAJAMARCA,2020-08-14,503
CALLAO,2020-08-14,231
CUSCO,2020-08-14,397
HUANCAVELICA,2020-08-14,127
HUANUCO,2020-08-14,339
ICA,2020-08-14,261
JUNIN,2020-08-14,457
LA LIBERTAD,2020-08-14,297
LAMBAYEQUE,2020-08-14,174
LIMA,2020-08-14,3926
LORETO,2020-08-14,206
MADRE DE DIOS,2020-08-14,110
MOQUEGUA,2020-08-14,253
PASCO,2020-08-14,74
PIURA,2020-08-14,270
PUNO,2020-08-14,458
SAN MARTIN,2020-08-14,157
TACNA,2020-08-14,277
TUMBES,2020-08-14,49
UCAYALI,2020-08-14,144
AMAZONAS,2020-08-15,91
ANCASH,2020-08-15,265
APURIMAC,2020-08-15,47
AREQUIPA,2020-08-15,499
AYACUCHO,2020-08-15,127
CAJAMARCA,2020-08-15,243
CALLAO,2020-08-15,254
CUSCO,2020-08-15,307
HUANCAVELICA,2020-08-15,157
HUANUCO,2020-08-15,502
ICA,2020-08-15,167
JUNIN,2020-08-15,394
LA LIBERTAD,2020-08-15,210
LAMBAYEQUE,2020-08-15,160
LIMA,2020-08-15,3720
LORETO,2020-08-15,152
MADRE DE DIOS,2020-08-15,49
MOQUEGUA,2020-08-15,275
PASCO,2020-08-15,40
PIURA,2020-08-15,284
PUNO,2020-08-15,858
SAN MARTIN,2020-08-15,128
TACNA,2020-08-15,211
TUMBES,2020-08-15,56
UCAYALI,2020-08-15,91
AMAZONAS,2020-08-16,40
ANCASH,2020-08-16,54
APURIMAC,2020-08-16,11
AREQUIPA,2020-08-16,116
AYACUCHO,2020-08-16,67
CAJAMARCA,2020-08-16,84
CALLAO,2020-08-16,71
CUSCO,2020-08-16,64
HUANCAVELICA,2020-08-16,69
HUANUCO,2020-08-16,109
ICA,2020-08-16,115
JUNIN,2020-08-16,77
LA LIBERTAD,2020-08-16,62
LAMBAYEQUE,2020-08-16,44
LIMA,2020-08-16,2156
LORETO,2020-08-16,68
MADRE DE DIOS,2020-08-16,7
MOQUEGUA,2020-08-16,56
PASCO,2020-08-16,40
PIURA,2020-08-16,65
PUNO,2020-08-16,274
SAN MARTIN,2020-08-16,49
TACNA,2020-08-16,57
TUMBES,2020-08-16,10
UCAYALI,2020-08-16,33
AMAZONAS,2020-08-17,192
